Entity,Code,Date,Confirmed COVID-19 cases per million people (cases per million),Year,GDP per capita (international-$)
Afghanistan,AFG,"Mar 18, 2020",0.565,2017,1803.98748708124
Afghanistan,AFG,"Mar 19, 2020",0.565,2017,1803.98748708124
Afghanistan,AFG,"Mar 20, 2020",0.565,2017,1803.98748708124
Afghanistan,AFG,"Mar 21, 2020",0.617,2017,1803.98748708124
Afghanistan,AFG,"Mar 22, 2020",0.617,2017,1803.98748708124
Afghanistan,AFG,"Mar 23, 2020",0.873,2017,1803.98748708124
Afghanistan,AFG,"Mar 24, 2020",1.028,2017,1803.98748708124
Afghanistan,AFG,"Mar 25, 2020",1.079,2017,1803.98748708124
Afghanistan,AFG,"Mar 26, 2020",1.927,2017,1803.98748708124
Afghanistan,AFG,"Mar 27, 2020",1.927,2017,1803.98748708124
Afghanistan,AFG,"Mar 28, 2020",2.338,2017,1803.98748708124
Afghanistan,AFG,"Mar 29, 2020",2.723,2017,1803.98748708124
Afghanistan,AFG,"Mar 30, 2020",2.928,2017,1803.98748708124
Afghanistan,AFG,"Mar 31, 2020",3.622,2017,1803.98748708124
Afghanistan,AFG,"Apr 1, 2020",4.264,2017,1803.98748708124
Afghanistan,AFG,"Apr 2, 2020",4.932,2017,1803.98748708124
Afghanistan,AFG,"Apr 3, 2020",6.037,2017,1803.98748708124
Afghanistan,AFG,"Apr 4, 2020",6.037,2017,1803.98748708124
Afghanistan,AFG,"Apr 5, 2020",6.936,2017,1803.98748708124
Afghanistan,AFG,"Apr 6, 2020",7.681,2017,1803.98748708124
Afghanistan,AFG,"Apr 7, 2020",8.657,2017,1803.98748708124
Afghanistan,AFG,"Apr 8, 2020",9.428,2017,1803.98748708124
Afghanistan,AFG,"Apr 9, 2020",10.866,2017,1803.98748708124
Afghanistan,AFG,"Apr 10, 2020",12.433,2017,1803.98748708124
Afghanistan,AFG,"Apr 11, 2020",13.384,2017,1803.98748708124
Afghanistan,AFG,"Apr 12, 2020",14.257,2017,1803.98748708124
Afghanistan,AFG,"Apr 13, 2020",15.593,2017,1803.98748708124
Afghanistan,AFG,"Apr 14, 2020",17.083,2017,1803.98748708124
Afghanistan,AFG,"Apr 15, 2020",18.341,2017,1803.98748708124
Afghanistan,AFG,"Apr 16, 2020",20.14,2017,1803.98748708124
Afghanistan,AFG,"Apr 17, 2020",20.396,2017,1803.98748708124
Afghanistan,AFG,"Apr 18, 2020",21.707,2017,1803.98748708124
Afghanistan,AFG,"Apr 19, 2020",23.325,2017,1803.98748708124
Afghanistan,AFG,"Apr 20, 2020",25.585,2017,1803.98748708124
Afghanistan,AFG,"Apr 21, 2020",26.485,2017,1803.98748708124
Afghanistan,AFG,"Apr 22, 2020",28.052,2017,1803.98748708124
Afghanistan,AFG,"Apr 23, 2020",30.209,2017,1803.98748708124
Afghanistan,AFG,"Apr 24, 2020",32.907,2017,1803.98748708124
Afghanistan,AFG,"Apr 25, 2020",34.705,2017,1803.98748708124
Afghanistan,AFG,"Apr 26, 2020",37.582,2017,1803.98748708124
Afghanistan,AFG,"Apr 27, 2020",39.329,2017,1803.98748708124
Afghanistan,AFG,"Apr 28, 2020",43.747,2017,1803.98748708124
Afghanistan,AFG,"Apr 29, 2020",46.932,2017,1803.98748708124
Afghanistan,AFG,"Apr 30, 2020",50.066,2017,1803.98748708124
Afghanistan,AFG,"May 1, 2020",55.769,2017,1803.98748708124
Afghanistan,AFG,"May 2, 2020",59.982,2017,1803.98748708124
Afghanistan,AFG,"May 3, 2020",63.424,2017,1803.98748708124
Afghanistan,AFG,"May 4, 2020",69.461,2017,1803.98748708124
Afghanistan,AFG,"May 5, 2020",74.342,2017,1803.98748708124
Afghanistan,AFG,"May 6, 2020",82.819,2017,1803.98748708124
Afghanistan,AFG,"May 7, 2020",87.134,2017,1803.98748708124
Afghanistan,AFG,"May 8, 2020",91.527,2017,1803.98748708124
Afghanistan,AFG,"May 9, 2020",97.05,2017,1803.98748708124
Afghanistan,AFG,"May 10, 2020",103.601,2017,1803.98748708124
Afghanistan,AFG,"May 11, 2020",113.08,2017,1803.98748708124
Afghanistan,AFG,"May 12, 2020",120.401,2017,1803.98748708124
Afghanistan,AFG,"May 13, 2020",127.593,2017,1803.98748708124
Afghanistan,AFG,"May 14, 2020",134.247,2017,1803.98748708124
Afghanistan,AFG,"May 15, 2020",137.149,2017,1803.98748708124
Afghanistan,AFG,"May 16, 2020",164.456,2017,1803.98748708124
Afghanistan,AFG,"May 17, 2020",164.456,2017,1803.98748708124
Afghanistan,AFG,"May 18, 2020",171.186,2017,1803.98748708124
Afghanistan,AFG,"May 19, 2020",181.667,2017,1803.98748708124
Africa,,"Dec 31, 2019",0,,
Africa,,"Jan 1, 2020",0,,
Africa,,"Jan 2, 2020",0,,
Africa,,"Jan 3, 2020",0,,
Africa,,"Jan 4, 2020",0,,
Africa,,"Jan 5, 2020",0,,
Africa,,"Jan 6, 2020",0,,
Africa,,"Jan 7, 2020",0,,
Africa,,"Jan 8, 2020",0,,
Africa,,"Jan 9, 2020",0,,
Africa,,"Jan 10, 2020",0,,
Africa,,"Jan 11, 2020",0,,
Africa,,"Jan 12, 2020",0,,
Africa,,"Jan 13, 2020",0,,
Africa,,"Jan 14, 2020",0,,
Africa,,"Jan 15, 2020",0,,
Africa,,"Jan 16, 2020",0,,
Africa,,"Jan 17, 2020",0,,
Africa,,"Jan 18, 2020",0,,
Africa,,"Jan 19, 2020",0,,
Africa,,"Jan 20, 2020",0,,
Africa,,"Jan 21, 2020",0,,
Africa,,"Jan 22, 2020",0,,
Africa,,"Jan 23, 2020",0,,
Africa,,"Jan 24, 2020",0,,
Africa,,"Jan 25, 2020",0,,
Africa,,"Jan 26, 2020",0,,
Africa,,"Jan 27, 2020",0,,
Africa,,"Jan 28, 2020",0,,
Africa,,"Jan 29, 2020",0,,
Africa,,"Jan 30, 2020",0,,
Africa,,"Jan 31, 2020",0,,
Africa,,"Feb 1, 2020",0,,
Africa,,"Feb 2, 2020",0,,
Africa,,"Feb 3, 2020",0,,
Africa,,"Feb 4, 2020",0,,
Africa,,"Feb 5, 2020",0,,
Africa,,"Feb 6, 2020",0,,
Africa,,"Feb 7, 2020",0,,
Africa,,"Feb 8, 2020",0,,
Africa,,"Feb 9, 2020",0,,
Africa,,"Feb 10, 2020",0,,
Africa,,"Feb 11, 2020",0,,
Africa,,"Feb 12, 2020",0,,
Africa,,"Feb 13, 2020",0,,
Africa,,"Feb 14, 2020",0,,
Africa,,"Feb 15, 2020",0.001,,
Africa,,"Feb 16, 2020",0.001,,
Africa,,"Feb 17, 2020",0.001,,
Africa,,"Feb 18, 2020",0.001,,
Africa,,"Feb 19, 2020",0.001,,
Africa,,"Feb 20, 2020",0.001,,
Africa,,"Feb 21, 2020",0.001,,
Africa,,"Feb 22, 2020",0.001,,
Africa,,"Feb 23, 2020",0.001,,
Africa,,"Feb 24, 2020",0.001,,
Africa,,"Feb 25, 2020",0.001,,
Africa,,"Feb 26, 2020",0.001,,
Africa,,"Feb 27, 2020",0.001,,
Africa,,"Feb 28, 2020",0.002,,
Africa,,"Feb 29, 2020",0.002,,
Africa,,"Mar 1, 2020",0.004,,
Africa,,"Mar 2, 2020",0.004,,
Africa,,"Mar 3, 2020",0.007,,
Africa,,"Mar 4, 2020",0.008,,
Africa,,"Mar 5, 2020",0.015,,
Africa,,"Mar 6, 2020",0.022,,
Africa,,"Mar 7, 2020",0.032,,
Africa,,"Mar 8, 2020",0.033,,
Africa,,"Mar 9, 2020",0.062,,
Africa,,"Mar 10, 2020",0.071,,
Africa,,"Mar 11, 2020",0.078,,
Africa,,"Mar 12, 2020",0.088,,
Africa,,"Mar 13, 2020",0.119,,
Africa,,"Mar 14, 2020",0.151,,
Africa,,"Mar 15, 2020",0.178,,
Africa,,"Mar 16, 2020",0.242,,
Africa,,"Mar 17, 2020",0.3,,
Africa,,"Mar 18, 2020",0.368,,
Africa,,"Mar 19, 2020",0.472,,
Africa,,"Mar 20, 2020",0.555,,
Africa,,"Mar 21, 2020",0.727,,
Africa,,"Mar 22, 2020",0.877,,
Africa,,"Mar 23, 2020",1.036,,
Africa,,"Mar 24, 2020",1.296,,
Africa,,"Mar 25, 2020",1.643,,
Africa,,"Mar 26, 2020",2.007,,
Africa,,"Mar 27, 2020",2.445,,
Africa,,"Mar 28, 2020",2.838,,
Africa,,"Mar 29, 2020",3.076,,
Africa,,"Mar 30, 2020",3.453,,
Africa,,"Mar 31, 2020",3.832,,
Africa,,"Apr 1, 2020",4.197,,
Africa,,"Apr 2, 2020",4.661,,
Africa,,"Apr 3, 2020",5.134,,
Africa,,"Apr 4, 2020",5.6,,
Africa,,"Apr 5, 2020",6.296,,
Africa,,"Apr 6, 2020",6.844,,
Africa,,"Apr 7, 2020",7.312,,
Africa,,"Apr 8, 2020",7.85,,
Africa,,"Apr 9, 2020",8.538,,
Africa,,"Apr 10, 2020",9.16,,
Africa,,"Apr 11, 2020",9.661,,
Africa,,"Apr 12, 2020",10.194,,
Africa,,"Apr 13, 2020",10.832,,
Africa,,"Apr 14, 2020",11.406,,
Africa,,"Apr 15, 2020",12.145,,
Africa,,"Apr 16, 2020",12.862,,
Africa,,"Apr 17, 2020",13.672,,
Africa,,"Apr 18, 2020",14.842,,
Africa,,"Apr 19, 2020",15.707,,
Africa,,"Apr 20, 2020",16.637,,
Africa,,"Apr 21, 2020",17.356,,
Africa,,"Apr 22, 2020",18.363,,
Africa,,"Apr 23, 2020",19.16,,
Africa,,"Apr 24, 2020",20.305,,
Africa,,"Apr 25, 2020",21.688,,
Africa,,"Apr 26, 2020",22.614,,
Africa,,"Apr 27, 2020",23.682,,
Africa,,"Apr 28, 2020",24.737,,
Africa,,"Apr 29, 2020",26.057,,
Africa,,"Apr 30, 2020",27.402,,
Africa,,"May 1, 2020",28.98,,
Africa,,"May 2, 2020",30.402,,
Africa,,"May 3, 2020",31.908,,
Africa,,"May 4, 2020",33.146,,
Africa,,"May 5, 2020",35.15,,
Africa,,"May 6, 2020",36.706,,
Africa,,"May 7, 2020",38.548,,
Africa,,"May 8, 2020",40.36,,
Africa,,"May 9, 2020",43.142,,
Africa,,"May 10, 2020",45.231,,
Africa,,"May 11, 2020",47.286,,
Africa,,"May 12, 2020",49.612,,
Africa,,"May 13, 2020",51.846,,
Africa,,"May 14, 2020",54.105,,
Africa,,"May 15, 2020",56.452,,
Africa,,"May 16, 2020",58.505,,
Africa,,"May 17, 2020",60.745,,
Africa,,"May 18, 2020",63.267,,
Africa,,"May 19, 2020",65.706,,
Albania,ALB,"Dec 31, 2019",,2017,11803.4305936025
Albania,ALB,"Jan 1, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 2, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 3, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 4, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 5, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 6, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 7, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 8, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 9, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 10, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 11, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 12, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 13, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 14, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 15, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 16, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 17, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 18, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 19, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 20, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 21, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 22, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 23, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 24, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 25, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 26, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 27, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 28, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 29, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 30, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 31, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 1, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 2, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 3, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 4, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 5, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 6, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 7, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 8, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 9, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 10, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 11, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 12, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 13, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 14, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 15, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 16, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 17, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 18, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 19, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 20, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 21, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 22, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 23, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 24, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 25, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 26, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 27, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 28, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 29, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 1, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 2, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 3, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 4, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 5, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 6, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 7, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 8, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 9, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 10, 2020",2.085,2017,11803.4305936025
Albania,ALB,"Mar 11, 2020",3.475,2017,11803.4305936025
Albania,ALB,"Mar 12, 2020",3.822,2017,11803.4305936025
Albania,ALB,"Mar 13, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Mar 14, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Mar 15, 2020",13.205,2017,11803.4305936025
Albania,ALB,"Mar 16, 2020",14.594,2017,11803.4305936025
Albania,ALB,"Mar 17, 2020",17.722,2017,11803.4305936025
Albania,ALB,"Mar 18, 2020",19.112,2017,11803.4305936025
Albania,ALB,"Mar 19, 2020",20.502,2017,11803.4305936025
Albania,ALB,"Mar 20, 2020",24.324,2017,11803.4305936025
Albania,ALB,"Mar 21, 2020",24.324,2017,11803.4305936025
Albania,ALB,"Mar 22, 2020",26.409,2017,11803.4305936025
Albania,ALB,"Mar 23, 2020",30.926,2017,11803.4305936025
Albania,ALB,"Mar 24, 2020",34.749,2017,11803.4305936025
Albania,ALB,"Mar 25, 2020",42.741,2017,11803.4305936025
Albania,ALB,"Mar 26, 2020",50.733,2017,11803.4305936025
Albania,ALB,"Mar 27, 2020",60.463,2017,11803.4305936025
Albania,ALB,"Mar 28, 2020",64.633,2017,11803.4305936025
Albania,ALB,"Mar 29, 2020",68.455,2017,11803.4305936025
Albania,ALB,"Mar 30, 2020",73.667,2017,11803.4305936025
Albania,ALB,"Mar 31, 2020",77.49,2017,11803.4305936025
Albania,ALB,"Apr 1, 2020",84.44,2017,11803.4305936025
Albania,ALB,"Apr 2, 2020",89.999,2017,11803.4305936025
Albania,ALB,"Apr 3, 2020",96.254,2017,11803.4305936025
Albania,ALB,"Apr 4, 2020",105.636,2017,11803.4305936025
Albania,ALB,"Apr 5, 2020",115.713,2017,11803.4305936025
Albania,ALB,"Apr 6, 2020",125.443,2017,11803.4305936025
Albania,ALB,"Apr 7, 2020",131.003,2017,11803.4305936025
Albania,ALB,"Apr 8, 2020",133.088,2017,11803.4305936025
Albania,ALB,"Apr 9, 2020",138.995,2017,11803.4305936025
Albania,ALB,"Apr 10, 2020",142.122,2017,11803.4305936025
Albania,ALB,"Apr 11, 2020",144.555,2017,11803.4305936025
Albania,ALB,"Apr 12, 2020",150.462,2017,11803.4305936025
Albania,ALB,"Apr 13, 2020",154.979,2017,11803.4305936025
Albania,ALB,"Apr 14, 2020",162.277,2017,11803.4305936025
Albania,ALB,"Apr 15, 2020",165.057,2017,11803.4305936025
Albania,ALB,"Apr 16, 2020",171.659,2017,11803.4305936025
Albania,ALB,"Apr 17, 2020",179.999,2017,11803.4305936025
Albania,ALB,"Apr 18, 2020",187.296,2017,11803.4305936025
Albania,ALB,"Apr 19, 2020",190.423,2017,11803.4305936025
Albania,ALB,"Apr 20, 2020",195.288,2017,11803.4305936025
Albania,ALB,"Apr 21, 2020",202.933,2017,11803.4305936025
Albania,ALB,"Apr 22, 2020",211.62,2017,11803.4305936025
Albania,ALB,"Apr 23, 2020",220.307,2017,11803.4305936025
Albania,ALB,"Apr 24, 2020",230.384,2017,11803.4305936025
Albania,ALB,"Apr 25, 2020",235.597,2017,11803.4305936025
Albania,ALB,"Apr 26, 2020",247.411,2017,11803.4305936025
Albania,ALB,"Apr 27, 2020",252.276,2017,11803.4305936025
Albania,ALB,"Apr 28, 2020",255.751,2017,11803.4305936025
Albania,ALB,"Apr 29, 2020",260.616,2017,11803.4305936025
Albania,ALB,"Apr 30, 2020",266.176,2017,11803.4305936025
Albania,ALB,"May 1, 2020",268.608,2017,11803.4305936025
Albania,ALB,"May 2, 2020",271.735,2017,11803.4305936025
Albania,ALB,"May 3, 2020",274.168,2017,11803.4305936025
Albania,ALB,"May 4, 2020",276.253,2017,11803.4305936025
Albania,ALB,"May 5, 2020",279.033,2017,11803.4305936025
Albania,ALB,"May 6, 2020",284.94,2017,11803.4305936025
Albania,ALB,"May 7, 2020",289.11,2017,11803.4305936025
Albania,ALB,"May 8, 2020",292.585,2017,11803.4305936025
Albania,ALB,"May 9, 2020",295.365,2017,11803.4305936025
Albania,ALB,"May 10, 2020",297.449,2017,11803.4305936025
Albania,ALB,"May 11, 2020",301.619,2017,11803.4305936025
Albania,ALB,"May 12, 2020",303.009,2017,11803.4305936025
Albania,ALB,"May 13, 2020",304.399,2017,11803.4305936025
Albania,ALB,"May 14, 2020",305.789,2017,11803.4305936025
Albania,ALB,"May 15, 2020",312.044,2017,11803.4305936025
Albania,ALB,"May 16, 2020",318.299,2017,11803.4305936025
Albania,ALB,"May 17, 2020",324.206,2017,11803.4305936025
Albania,ALB,"May 18, 2020",328.723,2017,11803.4305936025
Albania,ALB,"May 19, 2020",329.418,2017,11803.4305936025
Algeria,DZA,"Dec 31, 2019",0,2017,13913.8393634819
Algeria,DZA,"Jan 1, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 2, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 3, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 4, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 5, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 6, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 7, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 8, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 9, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 10, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 11, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 12, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 13, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 14, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 15, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 16, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 17, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 18, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 19, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 20, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 21, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 22, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 23, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 24, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 25, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 26, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 27, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 28, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 29, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 30, 2020",0,2017,13913.8393634819
Algeria,DZA,"Jan 31, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 1, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 2, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 3, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 4, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 5, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 6, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 7, 2020",0,2017,13913.8393634819
Algeria,DZA,"Feb 8, 2020",0,2017,13913.8393634819
