Province,Last_Update,Country_Region,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Continent
China/Anhui,2020-01-22,China,31.8257,117.2264,1.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-22,China,40.1824,116.4142,14.0,0.0,0.0,0.0,Asia
China/Chongqing,2020-01-22,China,30.0572,107.874,6.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-22,China,26.0789,117.9874,1.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-22,China,37.8099,103.8343,0.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-22,China,23.3417,113.4244,26.0,0.0,0.0,0.0,Asia
China/Guangxi,2020-01-22,China,23.8298,108.7881,2.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-22,China,26.8154,106.8748,1.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-22,China,19.1959,109.7453,4.0,0.0,0.0,0.0,Asia
China/Hebei,2020-01-22,China,39.549,116.1306,1.0,0.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-22,China,47.862,127.7615,0.0,0.0,0.0,0.0,Asia
China/Henan,2020-01-22,China,33.882,113.614,5.0,0.0,0.0,0.0,Asia
China/Hubei,2020-01-22,China,30.9756,112.2707,444.0,17.0,28.0,0.0,Asia
China/Hunan,2020-01-22,China,27.6104,111.7088,4.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-22,China,44.0935,113.9448,0.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-22,China,32.9711,119.455,1.0,0.0,0.0,0.0,Asia
China/Jiangxi,2020-01-22,China,27.614,115.7221,2.0,0.0,0.0,0.0,Asia
China/Jilin,2020-01-22,China,43.6661,126.1923,0.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-22,China,41.2956,122.6085,2.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-22,China,37.2692,106.1655,1.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-22,China,35.7452,95.9956,0.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-22,China,35.1917,108.8701,0.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-22,China,36.3427,118.1498,2.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-22,China,31.202,121.4491,9.0,0.0,0.0,0.0,Asia
China/Shanxi,2020-01-22,China,37.5777,112.2922,1.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-22,China,30.6171,102.7103,5.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-22,China,39.3054,117.323,4.0,0.0,0.0,0.0,Asia
China/Tibet,2020-01-22,China,31.6927,88.0924,0.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-22,China,41.1129,85.2401,0.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-22,China,24.974,101.48700000000001,1.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-22,China,29.1832,120.0934,10.0,0.0,0.0,0.0,Asia
Hong Kong/Hong Kong,2020-01-22,Hong Kong,22.3,114.2,0.0,0.0,0.0,0.0,Asia
Japan,2020-01-22,Japan,36.204824,138.252924,2.0,0.0,0.0,0.0,Asia
Macao/Macau,2020-01-22,Macao,22.1667,113.55,1.0,0.0,0.0,0.0,Asia
South Korea,2020-01-22,South Korea,36.0,128.0,1.0,0.0,0.0,0.0,Asia
South Korea,2020-01-22,South Korea,36.0,128.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-22,Taiwan,23.7,121.0,1.0,0.0,0.0,0.0,Asia
Thailand,2020-01-22,Thailand,15.870032,101.0,2.0,0.0,0.0,0.0,Asia
US/Washington,2020-01-22,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Brazil,2020-01-23,Brazil,-14.235,-51.9253,0.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-23,China,31.8257,117.2264,9.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-23,China,40.1824,116.4142,22.0,0.0,0.0,0.0,Asia
China/Chongqing,2020-01-23,China,30.0572,107.874,9.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-23,China,26.0789,117.9874,5.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-23,China,37.8099,103.8343,2.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-23,China,23.3417,113.4244,32.0,0.0,2.0,0.0,Asia
China/Guangxi,2020-01-23,China,23.8298,108.7881,5.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-23,China,26.8154,106.8748,3.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-23,China,19.1959,109.7453,5.0,0.0,0.0,0.0,Asia
China/Hebei,2020-01-23,China,39.549,116.1306,1.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-23,China,47.862,127.7615,2.0,0.0,0.0,0.0,Asia
China/Henan,2020-01-23,China,33.882,113.614,5.0,0.0,0.0,0.0,Asia
China/Hubei,2020-01-23,China,30.9756,112.2707,444.0,17.0,28.0,0.0,Asia
China/Hunan,2020-01-23,China,27.6104,111.7088,9.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-23,China,44.0935,113.9448,0.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-23,China,32.9711,119.455,5.0,0.0,0.0,0.0,Asia
China/Jiangxi,2020-01-23,China,27.614,115.7221,7.0,0.0,0.0,0.0,Asia
China/Jilin,2020-01-23,China,43.6661,126.1923,1.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-23,China,41.2956,122.6085,3.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-23,China,37.2692,106.1655,1.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-23,China,35.7452,95.9956,0.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-23,China,35.1917,108.8701,3.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-23,China,36.3427,118.1498,6.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-23,China,31.202,121.4491,16.0,0.0,0.0,0.0,Asia
China/Shanxi,2020-01-23,China,37.5777,112.2922,1.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-23,China,30.6171,102.7103,8.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-23,China,39.3054,117.323,4.0,0.0,0.0,0.0,Asia
China/Tibet,2020-01-23,China,31.6927,88.0924,0.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-23,China,41.1129,85.2401,2.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-23,China,24.974,101.48700000000001,2.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-23,China,29.1832,120.0934,27.0,0.0,0.0,0.0,Asia
Colombia,2020-01-23,Colombia,4.5709,-74.2973,0.0,0.0,0.0,0.0,Americas
Hong Kong/Hong Kong,2020-01-23,Hong Kong,22.3,114.2,2.0,0.0,0.0,0.0,Asia
Japan,2020-01-23,Japan,36.204824,138.252924,1.0,0.0,0.0,0.0,Asia
Macao/Macau,2020-01-23,Macao,22.1667,113.55,2.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-23,Malaysia,4.2105,112.5,0.0,0.0,0.0,0.0,Asia
Mexico,2020-01-23,Mexico,23.6345,-102.0,0.0,0.0,0.0,0.0,Americas
Philippines,2020-01-23,Philippines,13.0,122.0,0.0,0.0,0.0,0.0,Asia
Singapore,2020-01-23,Singapore,1.3521,103.8333,1.0,0.0,0.0,0.0,Asia
South Korea,2020-01-23,South Korea,36.0,128.0,1.0,0.0,0.0,0.0,Asia
South Korea,2020-01-23,South Korea,36.0,128.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-23,Taiwan,23.7,121.0,1.0,0.0,0.0,0.0,Asia
Thailand,2020-01-23,Thailand,15.870032,101.0,3.0,0.0,0.0,0.0,Asia
US/Washington,2020-01-23,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-23,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
China/Anhui,2020-01-24,China,31.8257,117.2264,15.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-24,China,40.1824,116.4142,36.0,0.0,1.0,0.0,Asia
China/Chongqing,2020-01-24,China,30.0572,107.874,27.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-24,China,26.0789,117.9874,10.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-24,China,37.8099,103.8343,2.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-24,China,23.3417,113.4244,53.0,0.0,2.0,0.0,Asia
China/Guangxi,2020-01-24,China,23.8298,108.7881,23.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-24,China,26.8154,106.8748,3.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-24,China,19.1959,109.7453,8.0,0.0,0.0,0.0,Asia
China/Hebei,2020-01-24,China,39.549,116.1306,2.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-24,China,47.862,127.7615,4.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-24,China,33.882,113.614,9.0,0.0,0.0,0.0,Asia
China/Hubei,2020-01-24,China,30.9756,112.2707,549.0,24.0,31.0,0.0,Asia
China/Hunan,2020-01-24,China,27.6104,111.7088,24.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-24,China,44.0935,113.9448,1.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-24,China,32.9711,119.455,9.0,0.0,0.0,0.0,Asia
China/Jiangxi,2020-01-24,China,27.614,115.7221,18.0,0.0,0.0,0.0,Asia
China/Jilin,2020-01-24,China,43.6661,126.1923,3.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-24,China,41.2956,122.6085,4.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-24,China,37.2692,106.1655,2.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-24,China,35.7452,95.9956,0.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-24,China,35.1917,108.8701,5.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-24,China,36.3427,118.1498,15.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-24,China,31.202,121.4491,20.0,0.0,1.0,0.0,Asia
China/Shanxi,2020-01-24,China,37.5777,112.2922,1.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-24,China,30.6171,102.7103,15.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-24,China,39.3054,117.323,8.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-24,China,41.1129,85.2401,2.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-24,China,24.974,101.48700000000001,5.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-24,China,29.1832,120.0934,43.0,0.0,1.0,0.0,Asia
France,2020-01-24,France,47.0,2.2137,2.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-24,Hong Kong,22.3,114.2,2.0,0.0,0.0,0.0,Asia
Japan,2020-01-24,Japan,36.204824,138.252924,2.0,0.0,0.0,0.0,Asia
Macao/Macau,2020-01-24,Macao,22.1667,113.55,2.0,0.0,0.0,0.0,Asia
Singapore,2020-01-24,Singapore,1.3521,103.8333,3.0,0.0,0.0,0.0,Asia
South Korea,2020-01-24,South Korea,36.0,128.0,2.0,0.0,0.0,0.0,Asia
South Korea,2020-01-24,South Korea,36.0,128.0,2.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-24,Taiwan,23.7,121.0,3.0,0.0,0.0,0.0,Asia
Thailand,2020-01-24,Thailand,15.870032,101.0,5.0,0.0,0.0,0.0,Asia
US/Washington,2020-01-24,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-24,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
China/Anhui,2020-01-25,China,31.8257,117.2264,39.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-25,China,40.1824,116.4142,41.0,0.0,2.0,0.0,Asia
China/Chongqing,2020-01-25,China,30.0572,107.874,57.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-25,China,26.0789,117.9874,18.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-25,China,37.8099,103.8343,4.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-25,China,23.3417,113.4244,78.0,0.0,2.0,0.0,Asia
China/Guangxi,2020-01-25,China,23.8298,108.7881,23.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-25,China,26.8154,106.8748,4.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-25,China,19.1959,109.7453,19.0,0.0,0.0,0.0,Asia
China/Hebei,2020-01-25,China,39.549,116.1306,8.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-25,China,47.862,127.7615,9.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-25,China,33.882,113.614,32.0,0.0,0.0,0.0,Asia
China/Hubei,2020-01-25,China,30.9756,112.2707,761.0,40.0,32.0,0.0,Asia
China/Hunan,2020-01-25,China,27.6104,111.7088,43.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-25,China,44.0935,113.9448,7.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-25,China,32.9711,119.455,18.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-25,China,27.614,115.7221,18.0,0.0,0.0,0.0,Asia
China/Jilin,2020-01-25,China,43.6661,126.1923,4.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-25,China,41.2956,122.6085,17.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-25,China,37.2692,106.1655,3.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-25,China,35.7452,95.9956,1.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-25,China,35.1917,108.8701,15.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-25,China,36.3427,118.1498,27.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-25,China,31.202,121.4491,33.0,0.0,1.0,0.0,Asia
China/Shanxi,2020-01-25,China,37.5777,112.2922,6.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-25,China,30.6171,102.7103,28.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-25,China,39.3054,117.323,10.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-25,China,41.1129,85.2401,3.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-25,China,24.974,101.48700000000001,11.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-25,China,29.1832,120.0934,62.0,0.0,1.0,0.0,Asia
France,2020-01-25,France,47.0,2.2137,3.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-25,Hong Kong,22.3,114.2,5.0,0.0,0.0,0.0,Asia
Japan,2020-01-25,Japan,36.204824,138.252924,2.0,0.0,0.0,0.0,Asia
Macao/Macau,2020-01-25,Macao,22.1667,113.55,2.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-25,Malaysia,4.2105,112.5,3.0,0.0,0.0,0.0,Asia
Nepal,2020-01-25,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-25,Singapore,1.3521,103.8333,3.0,0.0,0.0,0.0,Asia
South Korea,2020-01-25,South Korea,36.0,128.0,2.0,0.0,0.0,0.0,Asia
South Korea,2020-01-25,South Korea,36.0,128.0,2.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-25,Taiwan,23.7,121.0,3.0,0.0,0.0,0.0,Asia
Thailand,2020-01-25,Thailand,15.870032,101.0,7.0,0.0,0.0,0.0,Asia
US/Illinois,2020-01-25,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-25,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-25,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Canada/Ontario,2020-01-26,Canada,51.2538,-85.3232,1.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-26,China,31.8257,117.2264,60.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-26,China,40.1824,116.4142,68.0,0.0,2.0,0.0,Asia
China/Chongqing,2020-01-26,China,30.0572,107.874,75.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-26,China,26.0789,117.9874,35.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-26,China,37.8099,103.8343,7.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-26,China,23.3417,113.4244,111.0,0.0,2.0,0.0,Asia
China/Guangxi,2020-01-26,China,23.8298,108.7881,36.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-26,China,26.8154,106.8748,5.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-26,China,19.1959,109.7453,22.0,0.0,0.0,0.0,Asia
China/Hebei,2020-01-26,China,39.549,116.1306,13.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-26,China,47.862,127.7615,15.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-26,China,33.882,113.614,83.0,1.0,0.0,0.0,Asia
China/Hubei,2020-01-26,China,30.9756,112.2707,1058.0,52.0,42.0,0.0,Asia
China/Hunan,2020-01-26,China,27.6104,111.7088,69.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-26,China,44.0935,113.9448,7.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-26,China,32.9711,119.455,33.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-26,China,27.614,115.7221,36.0,0.0,0.0,0.0,Asia
China/Jilin,2020-01-26,China,43.6661,126.1923,4.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-26,China,41.2956,122.6085,21.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-26,China,37.2692,106.1655,4.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-26,China,35.7452,95.9956,1.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-26,China,35.1917,108.8701,22.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-26,China,36.3427,118.1498,46.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-26,China,31.202,121.4491,40.0,1.0,1.0,0.0,Asia
China/Shanxi,2020-01-26,China,37.5777,112.2922,9.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-26,China,30.6171,102.7103,44.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-26,China,39.3054,117.323,14.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-26,China,41.1129,85.2401,4.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-26,China,24.974,101.48700000000001,16.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-26,China,29.1832,120.0934,104.0,0.0,1.0,0.0,Asia
France,2020-01-26,France,47.0,2.2137,3.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-26,Hong Kong,22.3,114.2,8.0,0.0,0.0,0.0,Asia
Japan,2020-01-26,Japan,36.204824,138.252924,4.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-26,Macao,22.1667,113.55,5.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-26,Malaysia,4.2105,112.5,4.0,0.0,0.0,0.0,Asia
Nepal,2020-01-26,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-26,Singapore,1.3521,103.8333,4.0,0.0,0.0,0.0,Asia
South Korea,2020-01-26,South Korea,36.0,128.0,3.0,0.0,0.0,0.0,Asia
South Korea,2020-01-26,South Korea,36.0,128.0,3.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-26,Taiwan,23.7,121.0,4.0,0.0,0.0,0.0,Asia
Thailand,2020-01-26,Thailand,15.870032,101.0,8.0,0.0,2.0,0.0,Asia
US/Arizona,2020-01-26,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-26,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-26,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-26,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-26,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-01-27,Australia,-33.8688,151.2093,4.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-01-27,Australia,-37.8136,144.9631,1.0,0.0,0.0,0.0,Oceania
Cambodia,2020-01-27,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Canada/Ontario,2020-01-27,Canada,51.2538,-85.3232,1.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-27,China,31.8257,117.2264,70.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-27,China,40.1824,116.4142,80.0,1.0,2.0,0.0,Asia
China/Chongqing,2020-01-27,China,30.0572,107.874,110.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-27,China,26.0789,117.9874,59.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-27,China,37.8099,103.8343,14.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-27,China,23.3417,113.4244,151.0,0.0,4.0,0.0,Asia
China/Guangxi,2020-01-27,China,23.8298,108.7881,46.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-27,China,26.8154,106.8748,7.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-27,China,19.1959,109.7453,33.0,1.0,0.0,0.0,Asia
China/Hebei,2020-01-27,China,39.549,116.1306,18.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-27,China,47.862,127.7615,21.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-27,China,33.882,113.614,128.0,1.0,0.0,0.0,Asia
China/Hubei,2020-01-27,China,30.9756,112.2707,1423.0,76.0,45.0,0.0,Asia
China/Hunan,2020-01-27,China,27.6104,111.7088,100.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-27,China,44.0935,113.9448,11.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-27,China,32.9711,119.455,47.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-27,China,27.614,115.7221,72.0,0.0,2.0,0.0,Asia
China/Jilin,2020-01-27,China,43.6661,126.1923,6.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-27,China,41.2956,122.6085,27.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-27,China,37.2692,106.1655,7.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-27,China,35.7452,95.9956,6.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-27,China,35.1917,108.8701,35.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-27,China,36.3427,118.1498,75.0,0.0,0.0,0.0,Asia
China/Shanghai,2020-01-27,China,31.202,121.4491,53.0,1.0,3.0,0.0,Asia
China/Shanxi,2020-01-27,China,37.5777,112.2922,13.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-27,China,30.6171,102.7103,69.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-27,China,39.3054,117.323,23.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-27,China,41.1129,85.2401,5.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-27,China,24.974,101.48700000000001,26.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-27,China,29.1832,120.0934,128.0,0.0,1.0,0.0,Asia
France,2020-01-27,France,47.0,2.2137,3.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-27,Hong Kong,22.3,114.2,8.0,0.0,0.0,0.0,Asia
Japan,2020-01-27,Japan,36.204824,138.252924,4.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-27,Macao,22.1667,113.55,6.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-27,Malaysia,4.2105,112.5,4.0,0.0,0.0,0.0,Asia
Nepal,2020-01-27,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-27,Singapore,1.3521,103.8333,5.0,0.0,0.0,0.0,Asia
South Korea,2020-01-27,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
South Korea,2020-01-27,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
Sri Lanka,2020-01-27,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-27,Taiwan,23.7,121.0,5.0,0.0,0.0,0.0,Asia
Thailand,2020-01-27,Thailand,15.870032,101.0,8.0,0.0,2.0,0.0,Asia
US/Arizona,2020-01-27,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-27,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-27,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-27,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-27,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-01-28,Australia,-33.8688,151.2093,4.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-01-28,Australia,-37.8136,144.9631,1.0,0.0,0.0,0.0,Oceania
Cambodia,2020-01-28,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Canada/British Columbia,2020-01-28,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-01-28,Canada,51.2538,-85.3232,1.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-28,China,31.8257,117.2264,106.0,0.0,0.0,0.0,Asia
China/Beijing,2020-01-28,China,40.1824,116.4142,91.0,1.0,4.0,0.0,Asia
China/Chongqing,2020-01-28,China,30.0572,107.874,132.0,0.0,0.0,0.0,Asia
China/Fujian,2020-01-28,China,26.0789,117.9874,80.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-28,China,37.8099,103.8343,19.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-28,China,23.3417,113.4244,207.0,0.0,4.0,0.0,Asia
China/Guangxi,2020-01-28,China,23.8298,108.7881,51.0,0.0,2.0,0.0,Asia
China/Guizhou,2020-01-28,China,26.8154,106.8748,9.0,0.0,0.0,0.0,Asia
China/Hainan,2020-01-28,China,19.1959,109.7453,40.0,1.0,0.0,0.0,Asia
China/Hebei,2020-01-28,China,39.549,116.1306,33.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-28,China,47.862,127.7615,33.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-28,China,33.882,113.614,168.0,1.0,0.0,0.0,Asia
China/Hubei,2020-01-28,China,30.9756,112.2707,3554.0,125.0,80.0,0.0,Asia
China/Hunan,2020-01-28,China,27.6104,111.7088,143.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-28,China,44.0935,113.9448,15.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-28,China,32.9711,119.455,70.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-28,China,27.614,115.7221,109.0,0.0,3.0,0.0,Asia
China/Jilin,2020-01-28,China,43.6661,126.1923,8.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-28,China,41.2956,122.6085,34.0,0.0,0.0,0.0,Asia
China/Ningxia,2020-01-28,China,37.2692,106.1655,11.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-28,China,35.7452,95.9956,6.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-28,China,35.1917,108.8701,46.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-28,China,36.3427,118.1498,95.0,0.0,0.0,0.0,Asia
